id,subject,term,reference_gloss,hypothesis_gloss,similarity,glossed,correct
engpidginedu-11753,Social studies,domain,area / website address,area / website address,100.0,True,True
engpidginedu-17841,Computer science,various,many different-different types,many different-different types,100.0,True,True
engpidginedu-12036,Social studies,households,di social unit wey dey living together,"chilton, 2009",4.78,True,False
engpidginedu-12036,Social studies,substantially,well-well / plenty / significant amount,,0.0,False,False
engpidginedu-12036,Social studies,household,people for house,,0.0,False,False
engpidginedu-03255,Government,articles,items / sections for law book,items / sections for law book,100.0,True,True
engpidginedu-03255,Government,television,di broadcasting visual images of stationary or moving objects,di broadcasting visual images of stationary or moving objects,100.0,True,True
engpidginedu-14528,Computer science,identified,di identity of someone or something,dem don change de decision / flip,12.53,True,False
engpidginedu-07119,Business study,expressly,direct / dem talk am clear-clear,"for no time intervening, without delay or hesitation",9.3,True,False
engpidginedu-12141,Social studies,length,how e long reach,,0.0,False,False
engpidginedu-12141,Social studies,unbanked,when person no get any bank account or access to banking services,error / skip / something wey person no do well,20.27,True,False
engpidginedu-01072,Government,secretary,person wey dey help run office work,person wey dey help run office work,100.0,True,True
engpidginedu-09166,Business study,contexts,how de levels be / situation,how de levels be / situation,100.0,True,True
engpidginedu-13373,History,religious,matter of church or mosque / person wey follow God,matter of church or mosque / person wey follow od,93.91,True,True
engpidginedu-13373,History,apparently,di appearance wey dey alone from appearances alone,,0.0,False,False
engpidginedu-16034,Computer science,humans,pipo,pipo,100.0,True,True
engpidginedu-03244,Government,beliefs,wetin you believe,wetin you believe,100.0,True,True
engpidginedu-03244,Government,communicate,di transmit information wey dem transmit information,di transmit information wey dem transmit information,100.0,True,True
engpidginedu-13733,History,incorporated,company wey don register finish / join body,,0.0,False,False
engpidginedu-13733,History,numerous,plenty-plenty / dem many,plenty-plenty / dem many,100.0,True,True
engpidginedu-21970,Computer science,humans,pipo,,0.0,False,False
engpidginedu-12157,Social studies,funds,money for ground / capital,money for ground / capital,100.0,True,True
engpidginedu-12157,Social studies,sent,dem don dispatch am / e don travel go,,0.0,False,False
engpidginedu-14864,Computer science,previous,something wey dey before now,something wey dey before now,100.0,True,True
engpidginedu-12735,Social studies,partner,business paddy / colleague,business paddy / colleague,100.0,True,True
engpidginedu-04445,Business study,dynamic,"something wey fit change, e no just stay one place",,0.0,False,False
engpidginedu-04445,Business study,changing,to turn / change style,,0.0,False,False
engpidginedu-04445,Business study,interactions,how people relate / communication,,0.0,False,False
engpidginedu-07693,Business study,length,how e long reach,how e long reach,100.0,True,True
engpidginedu-03184,Government,probable,likely / fit happen,,0.0,False,False
engpidginedu-03184,Government,crimes,bad deeds / things wey break law,bad deeds / things wey break law,100.0,True,True
engpidginedu-03184,Government,selected,picked / de one wey dem choose,,0.0,False,False
engpidginedu-03805,Government,dire,na urgent or serious situation wey court suppose act fast on am,,0.0,False,False
engpidginedu-09973,English Language,subtle,small-small,,0.0,False,False
engpidginedu-09973,English Language,opening,hole / start / vacancy,,0.0,False,False
engpidginedu-09973,English Language,arise,to show face / start to happen,to show face / start to happen,100.0,True,True
engpidginedu-01219,Government,dissent,to no gree / judge wey get different mind,to no gree / judge wey get different mind,100.0,True,True
engpidginedu-01219,Government,secure,to make sure e safe / tie down,,0.0,False,False
engpidginedu-22972,Computer science,conclude,make somtin end,make somtin end,100.0,True,True
engpidginedu-15213,Computer science,dictionary,book or app wey dey explain word meanings,book or app wey dey explain word meanings,100.0,True,True
engpidginedu-15213,Computer science,objects,things / items,things / items,100.0,True,True
engpidginedu-20820,Computer science,intelligent,di capacity for thought and reason especially to high degree,,0.0,False,False
engpidginedu-02071,Government,sufficient,di quantity wey fit fulfill need or requirement but without being abundant,di quantity wey fit fulfill need or requirement but without being abundant,100.0,True,True
engpidginedu-07253,Business study,debt,na money wey persin suppose pay to anoda persin or entity,,0.0,False,False
engpidginedu-07253,Business study,discharged,na wen persin free from legal duty or work obligation,na wen court or jury find persin guilty of criminal charge,25.09,True,False
engpidginedu-10748,English Language,draft,na written order to bank or persin to pay specified money,,0.0,False,False
engpidginedu-10748,English Language,grammar,di rules for language,,0.0,False,False
engpidginedu-10748,English Language,anxiety,worry,different-different kinds,4.55,True,False
engpidginedu-20301,Computer science,impossible,no fit happen,no fit happen,100.0,True,True
engpidginedu-00820,Government,absolute,"everitin de complete, no comma","everitin de complete, no comma",100.0,True,True
engpidginedu-15449,Computer science,member,one person inside join-body,,0.0,False,False
engpidginedu-15449,Computer science,existing,wetin dey ground now / active,,0.0,False,False
engpidginedu-03550,Government,negotiations,to drag price / settle mata through talk,,0.0,False,False
engpidginedu-03550,Government,respondents,people wey dey answer case for kote,people wey dey answer case for kote,100.0,True,True
engpidginedu-03550,Government,debate,fomal talk where two pipu dey talk against each oda,,0.0,False,False
engpidginedu-12172,Social studies,receiving,to collect / receive,to commot / travel / leave something,21.03,True,False
engpidginedu-12172,Social studies,clients,customers / people wey hire expert,,0.0,False,False
engpidginedu-12172,Social studies,loans,borrowed money / credit,,0.0,False,False
engpidginedu-12485,Social studies,responsibilities,de loads or work wey person get for head,,0.0,False,False
engpidginedu-12485,Social studies,developmental,di development of or relating to or constituting development,,0.0,False,False
engpidginedu-12485,Social studies,disagreement,say dem no agree,,0.0,False,False
engpidginedu-22031,Computer science,correction,di act of offering improvement to replace mistake,di act of examining resemblances wey dey examinin resemblances,22.7,True,False
engpidginedu-12077,Social studies,communicate,di transmit information wey dem transmit information,,0.0,False,False
engpidginedu-12077,Social studies,patient,person wey dey hospital / person wey get endurance,person wey get house or land and e use am rent,35.33,True,False
engpidginedu-14902,Computer science,dictionary,book or app wey dey explain word meanings,book or app wey dey explain word meanings,100.0,True,True
engpidginedu-04049,Government,allowed,bin give chance / bin gree,bin give chance / bin gree,100.0,True,True
engpidginedu-04049,Government,impose,to force law or fine for person head,to force law or fine for person head,100.0,True,True
engpidginedu-08665,Business study,collective,di cooperative enterprise wey dey cooperative enterprise,,0.0,False,False
engpidginedu-00456,Government,denied,bin reject / talk say no be so,bin reject / talk say no be so,100.0,True,True
engpidginedu-11985,Social studies,compared,bin compare,,0.0,False,False
engpidginedu-18262,Computer science,percentiles,di numbers wey divide into 100,,0.0,False,False
engpidginedu-13022,Social studies,scholars,deep students / book people,deep students / book people,100.0,True,True
engpidginedu-13022,Social studies,scientists,pipo wey sabi science,pipo wey sabi science,100.0,True,True
engpidginedu-22098,Computer science,analyse,to look somtin wella to sabi am,to look somtin wella to sabi am,100.0,True,True
engpidginedu-22098,Computer science,accused,person wey dem talk say e do bad,,0.0,False,False
engpidginedu-22098,Computer science,stake,share / interest for something,,0.0,False,False
engpidginedu-23731,Computer science,describing,di description wey dey give a description wey dey give,,0.0,False,False
engpidginedu-07392,Business study,knowing,with full sabi / person wey get info,,0.0,False,False
engpidginedu-07392,Business study,convicted,na wen court or jury find persin guilty of criminal charge,na wen court or jury find persin guilty of criminal charge,100.0,True,True
engpidginedu-24712,Biology,altered,changed,,0.0,False,False
engpidginedu-04612,Business study,scholars,deep students / book people,deep students / book people,100.0,True,True
engpidginedu-02467,Government,advances,progress / front money,"na wen persin no dey give proper care, and dis cause harm",13.84,True,False
engpidginedu-15346,Computer science,delete,to comot somtin kpata kpata from file or system wey e dey,to comot somtin kpata kpata from file or system wey e dey,100.0,True,True
